feedback_id,feedback,title,author_codes,channel,product_area,source_dataset
Q4noWontOtherR_5Z3dC4UbTQ8Wm3f,I don't pay any attention to post review comments.  I never heard of PubPeer.,Why not use PubPeer (other) — cit410_2,pubpeer-not-ok,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_62KYUvwZwLkbWlp,"My publication was a review article, and the conclusions from the data, even if replicated, appear to be unchanged given the PubPeer information, so I do not think that there is a reason to change my publication in response.",Why not use PubPeer (other) — cit363_2,review-article; reproducibility; no-serious-consequence,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_6axxoMXhrfam7PQ,The comments do not result in any definitive altered conclusion and do not affect the data in the part of the manuscript that we were referencing,Why not use PubPeer (other) — cit203_2,no-serious-consequence,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_6DU0pGDZVF7xJkj,Whilst I agree it is a duplication I don't think it is affects the conclusions they are drawing,Why not use PubPeer (other) — cit270_2,no-serious-consequence; duplication,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_6NyTeIMbmDe87vb,"Addressing the Pubpeer comments requires the original data, which may or may not be available.",Why not use PubPeer (other) — cit370_2,data,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_6rBSNAX5cWfelHF,The journal and the authors addressed the comments to my satisfaction.,Why not use PubPeer (other) — cit88_2,correction-done; pb-fixed-on-pubpeer,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_7EygacxK4W5Z8u5,PP is a witchhunt disguised as a discussion site.,Why not use PubPeer (other) — cit411_2,pubpeer-misuse,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_7g52E06UmUJsxaN,I feel that our commentary was appropriately circumspect about the study already. There has also been several years since both publications.,Why not use PubPeer (other) — cit412_2,old-paper; citation-reasons,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_7sPjjg9AWNfBXmF,"This ""mistake"" does not affect the conclusion of our paper.",Why not use PubPeer (other) — cit413_2,no-serious-consequence,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_7ZqOJhhMjFGkGlP,They already retraced the paper,Why not use PubPeer (other) — cit92_2,retraction/retracted; correction-done,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_89hC2I1vtejt2OB,"The reason for which I cited this paper is not related to the issue raised on PubPeer.  I cited two other papers to illustrate the same point, so I am confident that it still stands as being correct.",Why not use PubPeer (other) — cit291_2,no-serious-consequence; citation-reasons,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8Ck1En4qS6w3o2d,"If there is a genuine issue with the cited references, this does not necessarily diminish the scientific value of the publication, and authors are generally not held responsible for problems that may later arise with the references they used, as they relied on the reputation and credibility of the journals and publishers that originally published those references.",Why not use PubPeer (other) — com414_2,responsibility-to-journals; no-serious-consequence,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8CQqHjpcl2naAy5,Most of the cited paper is still valid,Why not use PubPeer (other) — cit295_2,no-serious-consequence,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8csTpSc4enlPKXT,"I just learned to know it, and the issue has been addressed earlier by another researcher",Why not use PubPeer (other) — cit296_2,correction-done; pb-fixed-on-pubpeer,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8DZTc3vFdkdSi3I,"As explained above, this was a splice between figures - each showing a complete experiment -  and not a manipulation. Furthermore the data were published 21 years ago, when standards of how figures are assembled were different.",Why not use PubPeer (other) — com127_2,old-paper; not-fraud,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8fjanldK8yst2RN,Too much time has passed since we published our paper. No one would care about this comment,Why not use PubPeer (other) — cit415_2,old-paper,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8gEmYkfWYrRw42l,As explained in my previous reply - the objection seems to be groundless in this case.,Why not use PubPeer (other) — cit379_2,irrelevant-comment,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8gTSsaPiHfCTxPw,If the science is correct it will be repeated and form part of the main body of literature.  If the data are wrong it will wont be repeated or cited.  Science is self-correcting in this way and Pubpeer is irrelevant,Why not use PubPeer (other) — cit416_2,self-correction-of-science; reproducibility; pubpeer-not-ok,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8kSriFAkguemp5O,"Our citation was before the PubPeer comment and the paper is retracted anyway. Hence, there is no need to further comment on this paper",Why not use PubPeer (other) — cit305_2,retraction/retracted; correction-done,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8lVZErbSidileVP,I think the conclusions from the PubPeer discussion is clear and there is no need to add anything.,Why not use PubPeer (other) — cit309_2,pb-fixed-on-pubpeer,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8M97iLD7AyP3VGF,"As specified previously, the errors were corrected by authors.",Why not use PubPeer (other) — cit13_2,correction-done,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8NER9An2FQCEBf0,It is useless,Why not use PubPeer (other) — cit131_2,other,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8NPBgETkJFjqgmE,Disseration in English is contested,Why not use PubPeer (other) — cit381_2,other,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8OW5TRqi1vt9q2d,The mistake has now been corrected by the authors,Why not use PubPeer (other) — cit417_2,correction-done,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8pMKu075W35dcrz,"I was unaware of the PubPeer comment. I have find uot just today and I do not agrre with the comment. Moreover, some one addressed the issue  to convincingly disqualify the original comment",Why not use PubPeer (other) — com418_2,irrelevant-comment; pb-fixed-on-pubpeer,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8qWB1aSvMsolVKh,This article was a brief intro to the article.,Why not use PubPeer (other) — cit419_2,citation-reasons,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8SKVoxZwgqPxrKp,"Besides the lacking relevance: it is a very old story and moreover, I am retired since 2015.
But I have forwarded your email to my former lab head and first author of our paper. She is still active.",Why not use PubPeer (other) — cit31_2,old-paper; to-be-discussed-group,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8tsd70uDIrjN4mJ,The citation of that retracted work does not have any impact on our findings,Why not use PubPeer (other) — cit420_2,retraction/retracted; no-serious-consequence,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8uPzVHEUBdY308c,The citation was used as background for my article and does not affect my article's conclusions.,Why not use PubPeer (other) — cit27_2,no-serious-consequence; citation-reasons,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_8yd8q0XdqlXAMhj,"The concerns raised by PubPeer are more detailed, but consistent with what I highlighted in my article. The article's conclusions remain unchanged.",Why not use PubPeer (other) — cit421_2,citation-reasons; no-serious-consequence,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_91WYqktc1xtFvPj,It makes no change to the conclusion of my paper,Why not use PubPeer (other) — cit422_2,no-serious-consequence,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_9CCtgxMnGPeMGeU,Pubpeer is not a reliable forum . Pubpeer is not a credible source . It is not endorsed by government.,Why not use PubPeer (other) — cit323_2,pubpeer-not-ok; pubpeer-control,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_9dWMruXnUDoG3dW,The issue is in play so needs no input from me. I will cite these authors more cautiously in future,Why not use PubPeer (other) — cit423_2,action-other,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_9FuZxXCCjc4CjZL,"I would like to know the conclusion of this paper. Then, I will discuss this issue with the publisher.",Why not use PubPeer (other) — cit189_2,other,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_9gpcviJRtdCl91a,The figures are already corrected.,Why not use PubPeer (other) — cit326_2,correction-done,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_9hXYppG5AZzbm42,I do not have time (or expertise) to vigorously examine the publication to determine whether the image error could have affected the overall conclusion of the study.,Why not use PubPeer (other) — cit192_2,expertise; time; uncertain,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4yesOtherR_2JRwSgbwIV6oZvs,"We expunged the fabricated results, which fortrunately had only a minor impact on the coclusions of the paper",Why use PubPeer (other) — cit5_3,action-data; no-serious-consequence,open-ended survey (qualitative),Why use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4yesOtherR_328ZJ4iD8nOE40M,"In the current case, we only replied the comment on the PubPeer and that is done. However other time we have asked the Editor to publish the erratum.",Why use PubPeer (other) — com424_3,action-write-comment; action-communicate-journal,open-ended survey (qualitative),Why use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4yesOtherR_7AIP6qJcob9mOOJ,Communicated with the editor and  the journal to solve or modify the errors in officially.,Why use PubPeer (other) — com425_3,action-communicate-journal,open-ended survey (qualitative),Why use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4yesOtherR_7PRkbU8Am654ERH,"on trivial error was corected, the other issues raised were all incorrect and a personal attack",Why use PubPeer (other) — com286_3,no-serious-consequence; pubpeer-misuse; irrelevant-comment,open-ended survey (qualitative),Why use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_145FCyQiI9cydMJ,it looks like there may have been deliberate falsification. This particular paper (and the falsified image) was not that important to the conclusions of our paper.,Explain PubPeer concern / citation context — cit426_1,fraud-not-error; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_18GJHqQTysMvMqI,A western blot loading control was swapped accidentally when assembling the main figures but original blots submitted to the journal confirm this to be an editing mistake,Explain PubPeer concern / citation context — cit427_1,correction-done; error-not-fraud,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1amolNwsL9LQdzy,"The issues identified in the pubpeer report range from what could be innocent errors to obvious attempts to deceive. Gel splicing was fairly common at that time and considered ok if you weren't trying to hide it. ""cloning"" of bands was never ok and can only be considered as a deliberate attempt to deceive. Duplication of the frog embryo images could somehow be an innocent accident but I can't really see how this could happen. SO, yes, we have ""errors"" and we have what really looks like fraud.",Explain PubPeer concern / citation context — cit48_1,intent; old-paper; fraud-not-error; error-duplication; error-not-fraud,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1dnbTThhLyizjdF,"The article is a review, citing the study, not the exact data, shown on pub peer",Explain PubPeer concern / citation context — cit331_1,misunderstood-question; review-article,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1DtGfA5SKHwIuMy,I am not aware of that citation's process or authors decisions or circumstances that led to this issue.,Explain PubPeer concern / citation context — cit332_1,uncertain,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1g0GXbTlnDNOrVp,There are significant concerns regarding the paper cited. We were unaware of them at the time of our publication unfotunately. The pubpeer comments are robust and I believe the cited paper should be revised or retracted.,Explain PubPeer concern / citation context — cit428_1,regret-citation; relevant-comment,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1g0JUOTLF026vy5,It was a very minor matter pertaining to a losing control on a gel.,Explain PubPeer concern / citation context — cit333_1,error-not-fraud,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1GkBtnNNWWlrkxW,Inconclusive and not well substantiated.,Explain PubPeer concern / citation context — cit429_1,irrelevant-comment,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1phC83n44XjS0Dh,"The discussion on PubPeer, that I read just now, says that Molecular Cell investigated the images and found no concerns.",Explain PubPeer concern / citation context — cit430_1,responsibility-to-journals,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1qmVHF37xa8s4CJ,"What the commenter thought they saw as a problem was in fact not, as adequately explained by the lead author of the paper",Explain PubPeer concern / citation context — cit431_1,irrelevant-comment; correction-done,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1SR6vh2nWpX0TcZ,"I never look at PubPeer and looked only because of your email. The issues raised in the PubPeer review are technical and I am not in a position to evaluate them.  They also strike me as minor in relation to the overall significance of the cited paper and of no consequence to my own work. One of the reasons I ignore PubPeer is because it too easily becomes a venue for personal vendettas and mud-slinging.  If a paper's conclusions are truly wrong, the field will figure it out in a more disciplined manner than carping about individual lanes on a gel.",Explain PubPeer concern / citation context — cit432_1,expertise; uncertain; no-serious-consequence; pubpeer-not-ok; pubpeer-misuse; differentiate-minor-major,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_1xoAmN824R7Gp6V,"I will need to assess this, as the paper was cited in the introduction and did not change conclusions or rationale for our study. Also, I would need to further check if this paper was amended or retracted.",Explain PubPeer concern / citation context — cit138_1,misunderstood-question; retraction/retracted; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_20iOxrxpGUb5tzr,The journal that published the artikel has also commented and confirmed that they have seen all data and non-cropped blots. I.e no error exist.,Explain PubPeer concern / citation context — cit433_1,data; responsibility-to-journals; not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_27UTJHYSn9GfnKW,I would have to carefully check what the problem is that PubPeer identified. I am an author of this paper but we did not generate this figure. It appears to be data from a ChIP experiment. To find out more about it one would need to check primary data from the lab where this was done.,Explain PubPeer concern / citation context — cit398_1,uncertain; data,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2AL0r56K60T9O8N,"The PubPeer comment highlights an error in the paper I cited, however, (1) I used the cited paper in the discussion section (my study was not a review), and (2) the error does not invalidate the results/conclusions of the cited paper",Explain PubPeer concern / citation context — cit434_1,no-serious-consequence; citation-reasons; review-article,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2BgHWlax935riZk,1) I'd have to analyze this more deeply myself. 2) The cited work was loosely related to the interpretation of our results.,Explain PubPeer concern / citation context — cit435_1,uncertain; citation-reasons,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2BOchfxErlpZmil,"There was a mix-up during figure assembly—an embarrassment for our team. Fortunately, we retained the original images from 10 years ago. We’re grateful to the PubPeer reviewers for catching this; it’s a real service to us and to the community.",Explain PubPeer concern / citation context — com436_1,pubpeer-ok; happy-to-know,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2cc5VGxpXWkgyoj,I only need some information showed in the cited article to support the discussion.,Explain PubPeer concern / citation context — cit437_1,misunderstood-question,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_8q8xZqUNz6bNvkH,"The issue raised by pubpeer in this specific case is not justified. In other cases, pubpeer has done excellent work in finding fraudulent papers and should be praised for that",Final open comment — cit438_5,pubpeer-ok-but; irrelevant-comment,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_811J7eBOyAgPO1N,"I feel this has been done voluntary, but it does not change the scientific questioning contained in the publication. That is for that reason that the pub peer comment has not changed her mind",Explain PubPeer concern / citation context — cit373_1,no-serious-consequence; intent,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_7ABybJ4fY05X3r3,The manuscript has now been retracted.,Why not use PubPeer (other) — cit439_2,retraction/retracted; correction-done,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2O82ybY4059Gyff,"I do not know how error is defined. do you mean they made the error on purpose with intent, or they did not know it?",Explain PubPeer concern / citation context — cit40_1,uncertain; intent,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_5aQeMhu5Ydq8D30,"Without your survey, I would not even have remembered that we cited the paper referenced on PubPeer in our earlier study. The comment came 5 years after our paper was published, and the citation was a minor part of a point made in the Discussion.",Final open comment — cit258_5,citation-reasons; no-serious-consequence,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2ExXv5FGN5XXfCm,"Clearly, the PubPeer analysis shows that the data have been manipulated. We cited this paper in our review on the role of ABC‑F proteins, where we discussed all published work on ABC‑F proteins including that study. I am not sure how to revise our review article to remove the few lines that refer to this publication.",Explain PubPeer concern / citation context — cit340_1,review-article; uncertain; citation-reasons,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2o6xPeTTwzDPp1K,It is important that PubPeer set a very high standard before making accusations. We live in a world where fake news is very difficult to correct.,Final open comment — cit440_5,pubpeer-control; other,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_6q8p2ibJjgd8WKS,"I firmly believe it is inappropriate to undermine the extensive efforts of researchers, scientists, editors, and publishers by requiring formal responses to anonymous and unfounded comments on platforms such as PubPeer. Published papers undergo rigorous peer review, including blind evaluations, before being accepted by reputable journals. It is therefore unreasonable to expect authors and stakeholders to divert their time and attention to address baseless or illogical remarks from unidentified sources.

If such anonymous commentary is given undue weight, it risks shifting the focus of the academic community from advancing research to continuously defending it against unverified claims. One must also consider the broader implications: if similar platforms proliferate, will researchers and publishers be expected to respond to every speculative comment? Such a precedent could compromise the integrity and efficiency of scholarly communication.",Why not use PubPeer (other) — com86_2,pubpeer-not-ok; peer-review-process; time; anonymity,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_3pl1Q9PydRJwaVR,"We use the publication as one of many publications that show gene function for a specific gene. The function we described has been confirmed in many other publications (including some we cited and many others not cited in our publication). Thus, the attribute we cite is not an ""error"". However, the image manipulation shown for the publication we cited is concerning.
In other cases in which I know that a publication has been flagged in PubPeer, I avoid using them as citations.",Explain PubPeer concern / citation context — cit441_1,misunderstood-question; no-serious-consequence; citation-reasons; fraud,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_3QezwnYqFJzk4lX,"In that particular case, they clarified the reason. I would not have used the same image, and that was an error on their part. But I do not believe this was with the intention to deceive.",Explain PubPeer concern / citation context — cit74_1,intent; error-not-fraud,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_46yuAO23wIITe5r,"For such a platform like PubPeer to work, comments should not be posted if the commenter true identity is allowed to remain unknown / in obviously false. More official channels should be used for such issues to ensure rigour and correctness of claims made - should be journal and author resolved",Final open comment — cit249_5,anonymity; responsibility-to-journals; responsibility-to-authors,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_3Uvp4WIUb99i8Ap,"I know the authors of the papers and their work very well.  I believe that they showed the same lanes in both papers because in each case they were showing the results of transcription from the indicated promoters.  In both papers the promoters are the same so there is no attempt to deceive the reader.  The error here was not including a white line and a statement in the legend to indicate that the transcriptions were analyzed on different gels.  However, in the early 2000's many people were not careful about that.  Now including the white line and the statement is the standard of operation.  Given what I know about the authors and this work, I am confident that the results are solid in both of their papers. I would call this an 'error' of the time, but not a particularly serious one.",Explain PubPeer concern / citation context — cit442_1,old-paper; error-not-fraud,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_7QPoDhkWXU0gVZN,The authors of that paper state that it was an error,Explain PubPeer concern / citation context — cit205_1,correction-done,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_5AWK6azlzkpemhQ,"I do not have access to the original data so in making comments, I would be making accusations or assumptions, therefore, the publisher (not me) should demand the original data or retract the paper.",Why not use PubPeer (other) — cit185_2,data; responsibility-to-journals,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8Ej0hjQ0gmpSMhW,"The Authors clearly demonstrate that it was a mistake by providing the correct image, which corresponds to the neighboring IHC panels.",Explain PubPeer concern / citation context — cit375_1,correction-done; error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_4wQhWmt80qbKwkV,Because it has no impact on the conclusions of my publication,Explain PubPeer concern / citation context — cit351_1,misunderstood-question; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_4YRkDmnQGjlMANj,SARAF is a protein predicted to interact with the SOCE pathway. Therefore it is still relevant as a reference.,Explain PubPeer concern / citation context — cit443_1,misunderstood-question; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_501LZgGqxNKvJvL,"The uncertainty is too high to definitely call this an error, and since the paper is very old and the original records almost certainly are no longer available, we will never know for sure.",Explain PubPeer concern / citation context — cit352_1,uncertain; old-paper; data,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2LZkKv4aib96THj,"The author helpfully admits that they messed up their selection of pictures, and show their raw notebooks to explain the error. Unlike some duplicated images, I suspect this one was a genuine innocent error.",Explain PubPeer concern / citation context — cit197_1,correction-done; data; error-not-fraud,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5hrOSUERE7mjbQE,"Clear case of cutting corners. Re. blot, clear intention to transform two independent experiments into one by photoshoping or equivalent.  So, no, not an error.",Explain PubPeer concern / citation context — cit444_1,intent; fraud-not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5KMnfvSI0m45tIt,"One cannot know when they put references in a manuscript whether some of those references have a problem. Thus, there is no fault on my part. Plus, this does not affect my conclusions at all.",Explain PubPeer concern / citation context — cit445_1,misunderstood-question; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5kOivcfPH1yz28j,wrong image was included,Explain PubPeer concern / citation context — cit446_1,error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_2lEwywJNzGD06Tn,See my comment. Don't know whether this may be possible for older manuscripts but I guess that now a days it should be possible to tag retracted papers in the concerned manuscripts.,Final open comment — cit44_5,retraction/retracted; other,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5UbjKF0zLFScqz8,Irrelevant to my publication. Don’t have the time or information required to determine if the issue is an error or not.,Explain PubPeer concern / citation context — cit362_1,irrelevant-comment; time; uncertain,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_60lzmwhwkm5tO0x,Questions the phrases used in non-data related sections.,Explain PubPeer concern / citation context — cit447_1,data,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
