feedback_id,feedback,title,rating,created_at,channel,product_area,source_dataset
DRUG-114601,"""Absolutely awful. This pill almost killed me. Gave me lung clot symptoms, migraines, thyroid pains and the worst stomach ailments I've ever had. After I'd been on this pill for a year I all of a sudden got a horrible stomach condition where I lost a ton of weight and couldn't eat for 3 months. I'm 5'7 and this pill caused me to get down to 99lbs. If I didn't find out in time that it was this retched pill causing my stomach problems, I'd either be in the hospital on an IV or dead. 

Shame on the pharmaceutical companies that release these pills, claiming they're safe to the public when obviously hundreds of women are getting so sick/dying from these things. I, under a good conscience, could not release a pill like this.""",Ethinyl estradiol / norgestimate — Birth Control,1.0,2016-08-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-48558,"""The experience of getting the implant in was near painless, if you look away all you'll feel is the numbing shot, but I watched and it was a simple process a bit of blood a bandage and they send you off. For the first 2 weeks I was spotting from the change of birth control, but nothing too terrible. (Have to wait 2 weeks for effectiveness). It's been 3 months now and no complaints, I did break out A LOT more then from being on the pill, but not to far off from what I had before pills. Slight weight gain, but went away easily. Haven't spotted or had a period since, knock on wood. It is simple, easy, effective and you can't see it, after the bruise goes away, a week and a half or so. I highly recommend it, only $50 copay, that is paid for all doctors appointments.""",Nexplanon — Birth Control,5.0,2013-06-10,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-95618,"""I had many sleepless nights because my mind wouldn't shut off. A rheumatologist finally tested me for fibromyalgia and I learned I had that, not a sleep disorder per se. I have been taking 20mg of fluoxetine with 10mg of amitriptyline for several years now and have normal sleeping patterns. The only down side I have noticed is that if I skip a dose, the next day I have stomach problems. My doctor said that would happen. Stopping this drug can be done successfully only with a doctor's supervision.""",Fluoxetine — ibromyalgia,4.5,2008-09-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-113211,"""I have been taking this medication for 6 months and have gained 30lbs. It hasn't really helped my Raynaud's at all.""",Norvasc — Raynaud's Syndrome,1.5,2009-12-18,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-120088,"""My face and back have developed an acne break-out that my doctor described as the &quot;worst reaction to a birth control&quot; she has ever seen. Huge, painful inflamed pustules! I was very tired my first two weeks on it, too. I am usually a very high energy person and I could NOT get going.""",Loestrin 24 Fe — Birth Control,1.0,2012-08-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-57922,"""I had a terrible supposedly rare reaction to the protein in this medication.  Every joint in my body was swollen and so painful that I couldn't even stand a sheet touching me.  It took about 5 days for the symptoms to recede.""",Miacalcin — Osteoporosis,1.0,2015-04-12,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-114867,"""I rated for effectiveness. This stuff is horrible took me a full hour to finish this with lots of gagging. It took a lot for me not to throw it all up.""",Magnesium sulfate / potassium sulfate / sodium sulfate — Bowel Preparation,4.5,2016-07-12,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-114741,"""i started taking this medicine at age 10 for about 1 year. i took it and it made me feel really like as if i was depressed and it made me feel no hunger.i never ate until the medicine would where out by the end of the day that shen i would start binging on foods at night time. the medicine was useless. and btw i still have adhd and it doesnt affect anyone or myself.""",Methylphenidate — ADHD,2.0,2015-08-12,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-18633,"""I have Rhuematoid Arthritis so I have joint and tendon pain just about everywhere but mainly in hands, wrists, forearms, legs and feet. I have been on Oxy ER 80mg 2x day and was still not getting full relief (4 out of 10) and having difficulty remembering. Doctor added Lyrica 75mg 2x day three months ago and the day after I felt euphoric. I felt no pain! After one week some pain came back but no peaks as before. Some weight gain. Want to get off of Oxy and try Lyrica or other non-narcotic drugs.""",Lyrica — Pain,4.0,2008-05-29,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-37684,"""I was on tricyclen for 1 year and it was a definite 10 for the time being, no babies... However, around the 10th month I started to feel like Something wasn't right.. I was getting harsh pains in my arms and legs daily, Id get stabbing chest pains and sometimes weird feelings and sometimes stabbing, excruciating pains in my uterus.. Not to mention the intense mood swings and random crying and anger all the time.. My head always felt like it had pressure in it, or like someone was stabbing my brain with an ice pick. If you don't want a baby, this is the Birth Control for you, however be aware of the f'd up side effects! I quit taking it 2 weeks ago and feel almost back to normal but still haven't seen a doctor""",Ethinyl estradiol / norgestimate — Birth Control,2.5,2016-06-14,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-161131,"""So I had the IUD for about a month and a week and so far my experience has been horrible. The cramps have woken me up out my sleep numerous times, cramping after intercourse, heavy bleeding, period lasting 2 or more weeks. I just don't recommend this to anybody. I take 2 or 3 pills a day at one time because 1 pill isn't enough for the amount of pain I'm going through. I haven't had it that long but maybe it'll get better after that.""",Copper — Birth Control,1.0,2017-04-21,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-91545,"""This was the first drug I was tried on for my depression BEFORE my OCD started (I'm 14). I have PTSD, so along comes depression, anxiety, etc. When the psyciatrist prescribed me this, he had only seen me for 45 minutes and that was his decision. The first time taking it, I wasn't feeling right. Week 1 was unbearable. I felt like I had the stomach and head flu combined. I also started having more suicidal thoughts so I called my doctor and they stopped me. Not an effective drug for me unfortunately, that is why I give Zoloft a 1.""",Sertraline — Depression,1.0,2015-07-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-104400,"""With nexplanon it stopped the cramps. Been good for the most part except I get upset more easy and frequent. I have always had depression but somehow it makes it come out more. Throughout the years having it. (I get mine taken out in Novemeber (3year mark.)) It was very hard to know or track when I would get my period. I'll get it twice a month, sometimes I would have my period for 2-3 weeks have a week off and back on it. It does wonderful to prevent pregnancy but it's screwy. This is my last year on it. The 1st 2 years, I really didn't gain weight. But now it feels like I can't stop. I didn't change my diet. The weight gain with acne & not knowing when I'd get my period. I would love to know when I would get my period and not gain weight.""",Etonogestrel — Birth Control,2.0,2017-02-17,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-22853,"""This medicine worked to relieve my nasal congestion, but gave me severe insomnia.  I stayed up for an entire night.  I also experienced dry mouth. """,Mucinex D — Cough and Nasal Congestion,2.5,2009-01-26,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-08941,"""I've been on Saxenda for a month. I've lost 10 pounds and feel amazing. Finally I have a weight loss medication without side effects.""",Saxenda — Obesity,5.0,2015-12-01,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-137934,"""I have to say I've this medicine a 7 out of 10 because it has brought me out of both some wicked manias and depressive episodes. The sedation is a love-hate relationship with me- It's nice for my anxiety, but is also a nuisance. I MUST take this medicine 12 hours before I need to wake up, or I have trouble waking up. I feel it does interfere with my creative and intellectual abilities a tad bit. Overall, however, it's good med.""",Quetiapine — Bipolar Disorde,3.5,2017-07-31,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-107183,"""Getting this thing put in was one of the worst pains I've ever felt. I first tried mirena, but turns out my cervix is &quot;kinked like a hose&quot; and so it consequently would not fit, but I still got the terrible cramps and all that. Tried skyla next after taking medicine to dilate my cervix (the same one they commonly give women when going into labor) and after some trouble it went in. 7 months later, I still get terrible cramps like when I got it inserted, sometimes  it is induced by sex and it hurts like anything. It sure is great not having to remember to take pills every day though!""",Levonorgestrel — Birth Control,4.5,2016-01-10,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-24072,"""I am in my second pack of Loestrin and its awful. I had just ended my period when I first started taking it, then I started it again after my first week of pills. I have currently been on my period now for 4 and a half weeks. Not only that, but I have gained 5 pounds since I've started. I'm an extremely active person, but this pill has made me so tired and hungry all the time. I've had the craziest dreams and it just hasn't been a good experience at all. I just can't get over the fact that I've been on my period this whole time and that I've gained weight (and its noticeable). """,Ethinyl estradiol / norethindrone — Menstrual Disorders,1.5,2011-11-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-56429,"""I've been taking four Ursodiol tablets a day for many years. My liver enzymes have stayed normal. Biopsy showed Stage 1.""",Urso — Biliary Cirrhosis,5.0,2008-06-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-57429,"""Unfortunately, did not help 4 year old with chest infection. """,Keflex — Upper Respiratory Tract Infection,1.0,2011-07-04,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-160122,"""Hi everyone I started taking lo Loestrin fe 3 weeks ago,,, I did have break through bleeding don't give up or get worried it will stop once your body gets use to it,, I really love This this pill I am not retaining water and I have no weight gain, other pills make you gain weight  and get hungry - not this one. I would recommend this highly.""",Ethinyl estradiol / norethindrone — Birth Control,5.0,2017-02-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-88058,"""Honestly, this is the first and only birth control I've been on. I started taking it to prevent pregnancy about 11 months ago, and still currently on it. If you don't eat with the pill your going to feel sick , so I've learned to really stay on top of it. Besides that, the only other compliant I have is it makes me 5xs more emotional once my period rolls around, and I'm generally emotional anyways about some things so this really makes my moods only when on my period, very in the air! I would recommend this for first time birth control seekers as it has been working for me just fine (knock on wood). I would rate it a 9/10 because of the mood swings!""",Ethinyl estradiol / norgestimate — Birth Control,4.5,2014-01-19,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-64668,"""It kept my pain at bay very well.  I wore a 50 mcg gram patch every two days.  Occasionally, I would have break through pain but it was tolerable.  The only downside to this medication is that it makes you moody and irritable.""",Duragesic — Chronic Pain,4.5,2012-10-03,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-01580,"""I have been on pain medicines since 1993 for back pain. I have been taking Oxycontin 40 Mg 3x per day, last month my pain management Doctor said that he was no longer writing for Oxycontin because of it showing up on the streets of our community. He said I had the choices of Morphine, Methadone, or Opana ER. I chose Opana so now I am on 30mg twice a day. The only benefit that I am experiencing is that it takes away the withdrawal symptoms and they don't drop you like when an Oxycontin wears off but for me the pain is still there.""",Oxymorphone — Pain,1.0,2010-06-27,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-06252,"""I have been on Aviane for about a year now and by far the worst side effect of it is the weight gain and breast tenderness. I haven't experienced any other negative side effects. I've gained 20 pounds in the last year, I feel frequently hungry, and more recently, bloated all the time. I've gained an entire cup size which under any other circumstances would perhaps be nice but I already had larger breasts for my small frame and now they're just out of control. To go from 5'4 with large Cs to gaining 20lbs and large Ds is just really very uncomfortable. I have unsuccessfully tried to lose the weight but I have now decided to change my birth control entirely.""",Ethinyl estradiol / levonorgestrel — Birth Control,1.5,2011-10-04,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-88188,"""I got the shot on July 2nd. The day I got the shot I had experienced sharp cramps in my stomach! Not even a week later I started bleeding, not like my normal light bleeding. This lasted for over a month!  I stopped the heavy bleeding on August 15th!!! And now, I am still bleeding, just not as bad. This is like a brown slime. Its nasty as heck! This is the first and last time I will ever get that shot! Its ruining my attitude, I am never hungry, and I am dropping weight like no other! Not to mention my sex life!! I am going in on September 4th to talk to my doctor about trying something else and to see how we can stop the bleeding once and for all!!""",Depo-Provera — Abnormal Uterine Bleeding,1.0,2015-08-22,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-129531,"""These eyedrops are rubbish. This stupid product caused blurriness. NEVER BUY THESE!""",Ocular lubricant — Dry Eye Disease,1.0,2016-11-08,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-161195,"""When I got the Implanon I was VERY excited, no pill popping, sticky tape, or possible uterus punctures. Having the procedure done was quick and virtually painless. I hate needles so this was a leap of faith for me. I have had the Implanon for a year now and the only thing I like about it is I am not pregnant. I have one child and want it to stay that way for a bit. I have awful mood swings the kind where I ask myself why I am being so crazy! I have had great skin my whole life and since having it my skin has been awful. No weight gain, infact I lost weight. I don't believe that has anything to do with the Implanon but of my own doing. I also bled for the most part during my year. Time to get it out.""",Etonogestrel — Birth Control,2.5,2011-04-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-18407,"""So...I had my 2nd baby and followed my same routine as before...had my 6 week check up, got on the mini pill b/c I am breastfeeding...then start having sex and going to the gym again...YAY!!! I gained 16 pounds in 3 weeks taking Eerin. I finished my 1st pack and never picked up my next prescription. I have an appointment to meet with my doctor to discuss taking other pills or the Depo shot. I have since lost all the rapid weight I gained.""",Norethindrone — Birth Control,2.5,2016-05-20,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-88888,"""My gyno switched me to this because it was cheaper than my birth control at the time.  I experienced horrible cramps and bloating, not just when my period arrived.  Also, I gained almost ten pounds in one month which is completely not normal because I could barely eat since the pill made me nauseous and dizzy at least a few times a week.  My periods were heavy and seven days, when before they were light and only four days.  """,Ethinyl estradiol / norgestimate — Birth Control,1.0,2012-01-12,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-29743,"""I took chantix for 2 months, was very sick and very sleepy on it, but it worked. I have been smoke free for 13 weeks now, although I do still have strong cravings a few times a day. My biggest concern is that since going off of the chantix, I became very depressed, and started getting suicidal thoughts alot. Now I am on anti-depressants and anti-anxiety meds, which I had never needed before. My doctor thinks maybe I was borderline depressesd and that the chantix  pushed it over the edge.""",Varenicline — Smoking Cessation,3.5,2008-03-24,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-22342,"""Switched from Atenolol after many years due to usual beta blocker problems (tiredness, etc) and blood pressure wouldn't stay down long, tightness in chest and breathlessness. After 3 months on Coreg CR, tightness in chest much better, breathlessness no change, blood pressure stays down all day, but is 147/91 at night and in the morning. It is 113/57 two hours after medication, but I am also taking Isosorbide ER at the same time, which also lowers blood pressure as a side effect. Coreg CR is much more expensive, but I would rather take this anytime compared to Atenolol. Also beware of mixing these with Nasonex (no matter what they say) and any cold decongestants with phenylephrine. They will increase blood pressure.""",Coreg CR — High Blood Pressure,3.5,2009-04-06,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-145970,"""I had my nexplanon inserted 4 weeks ago as mainly a contraceptive method, insertion was quick and easy, not painful at all, just slight bruising. 3 days ago I started bleeding, its been getting heavier and the cramps in my abdomen and lower back are terrible, much worse than my usual period. I have also been very emotional, on the verge of tears too which is not like me! I am willing to give this a few months trial but if my periods will be worse than before its not a method I would want to persevere with""",Nexplanon — Birth Control,3.5,2016-08-10,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-10453,"""After 12 days of use there was no change in my pain.""",Meloxicam — Tendonitis,1.0,2011-10-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-32093,"""I have been sick for a week starting with sore throat, head cold, sinus drainage and the worst ever pounding headache. By mid week, the uncontrollable cough started, reaching the point of spasms, causing awful muscle pain each time I coughed. My doctor prescribed Benzonatate yesterday, and after taking one, in the afternoon, I had no coughing spells all through the evening. It was amazing. I have been prescribed to take this 3 times a day, as needed and I am going to continue until I feel completely well again. I actually slept all night without coughing.""",Benzonatate — Cough,4.5,2011-01-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-56678,"""Sonata is useless. Even when the dose is bumped up to 20 mgs.
 Skip this one and just go for the Ambien.""",Sonata — Insomnia,1.0,2015-12-09,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-98030,"""My son began taking Humatrope at the age of 5 and in almost 3 years he has grown just over 10 inches and gained around 10 lbs. When he began he was not on the growth chart at all and was not moving up as he should.  After testing found him to be growth hormone deficent he began the daily shots and now is in the 25% on the growth chart!  He will continue to take Humatrope until he is finished growing so we still have years of shots ahead of us but for us AND HIM they are proving to be worth it.""",Somatropin — Pediatric Growth Hormone Deficiency,5.0,2013-07-10,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-44446,"""For years I felt terrible most days.  Tired, sleeping by 7pm. No energy, gained weight, was puffy/bloated all the time. I was diagnosed with Hashimoto's Disease 9 months ago. My doctor prescribed levothyroxine.  I still didn't feel like myself.  Still no energy, breaking out in sweats (especially at night), always felt bloated.  No relief from my symptoms.  The worst symptom of all was forgetfulness and brain fog.  After reading a page (Hypothyroid Mom) on facebook, I saw how many people had success with Armour Thyroid. She put me on 30mg twice daily.  Now I am hyperthyroid.  Hoping to get this under control soon.  I feel 100 times better on Armour.  And I've lost a little bit of weight!""",Armour Thyroid — Hashimoto's disease,5.0,2014-03-18,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-01344,"""Just plain awful tasting, and after all the pain and suffering, it did not clean me out well enough and so the doctor said I have to have the colonoscopy redone in six months!""",Suprep Bowel Prep Kit — Bowel Preparation,1.0,2015-06-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-98457,"""Vomiting and diarrhrea at the same time - horrible.  The most vile tasting medicine.  Tried mixing it with lemon flavored water on ice and holding my nose.  I still was gagging and vomiting.  Doing it once is bad enough but then have to get up in the middle of the night to do it all over again?  There's got to be a better way.""",Magnesium sulfate / potassium sulfate / sodium sulfate — Bowel Preparation,1.0,2017-11-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-106256,"""After contracting a rare form of cancer called Merkel cell, after taking an immune system suppressing medicine, I used Soriatane with great results. My psoriasis was completely clear while on this. After about 1 year, my dermatologist took me off the medicine stating that my liver could be affected if I stayed on it long term. He said my liver converted the Soritane to some form of chemical that was harmful to the liver.
""",Acitretin — Psoriasis,5.0,2013-01-08,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-21822,"""Cipro is the fastest effective medicine to take. I've probably have taken all types of medications for UTI and Cipro definitely shows improvement within 1 day.""",Ciprofloxacin — Urinary Tract Infection,5.0,2009-10-04,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-157463,"""This pill lightened my period but I began to experience sore back, sore breasts, constant hunger and always felt tired. I gained 45 pounds since I started taking the pill but my diet remained. I stopped taking the pill and instantly lost weight! I've been off the pill for a month and I've already lost 15 pounds.""",Orsythia — Birth Control,2.0,2016-08-05,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-131932,"""In 2001 had liver transplant. Still had Hep C. Received Sovaldi in a Giliead program only for Hep-C with transplant patients. Free. Cured. 8 months out. No side effects worth mention. Didn't miss a beat. Caught from transfusions, 1981, Discovered 1995, Transplant 2001, Cured 2014.""",Sovaldi — Hepatitis C,5.0,2015-03-11,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-93607,"""Hi guys, I was a very fit 54 year old male, until just last November 2010.  I was diagnosed with severe chronic heart faliure, and my heart is operating at 25% and I have to use cpap at night when I sleep, as I apparently stop breathing at night.  The short of it is that I unfortunately used this nasal spray every day for the last 3 years, and maybe 3-4 times a day.  It would appear I have given myself this condition, by misusing this nasal spray.  I had a chest xray 4 years ago, my lungs and heart were fine, and there has been no heart problems in my family.  
So the reason I have commented, is to warn others to use the nasal spray correctly and if the condition of conjestion persists, get off to a Doctor.  Thankyou for your time.""",Oxymetazoline — Nasal Congestion,1.0,2011-03-10,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-38303,"""After being on this medication for several months, I finally reached a dosage (600mg) that helped. I needed this to calm down my manic state. This being said, I gained close to 20lbs. As a 18 year old girl, this affected my confidence greatly. I was on a vegan diet for 7 months prior to being on this medication, and stayed on the diet while taking it. My weight was stable around 125 for all those months, however upon starting I went up to 145. Not to mention how absolutely exhausted this medication made me. I highly suggest trying to find another medication.""",Seroquel — Bipolar Disorde,2.0,2016-09-11,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-156043,"""Ambien worked great at helping me fall asleep but was terrible with helping me stay asleep, which found out after 2 weeks of taking it, it is a sleep inducer.  I had no other side effects other than I would only get 3-4 hours of sleep a night.""",Zolpidem — Insomnia,2.5,2010-08-31,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-93931,"""May have caused uterine hyperstimulation.  Even after removal, contractions continued to come 1 minute apart at 1 cm dilation.  Ended with cesarean. Mother required 2 years of physical therapy for complete loss of abdominal control and severe pain during bowel movements.""",Cervidil — Labor Induction,1.0,2008-02-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-35944,"""I started Junel 2 months after I had my baby, and it immediately made me gain 10 pounds. It also made me depressed, anxious and crazy moody. I know it's the pills because I was maintaining my weight well after I gave birth and was not feeling depressed at all. I've decided to finish up the pack and not take any birth control pills after this at all, although it did make my periods lighter, it was not worth it for me.""",Ethinyl estradiol / norethindrone — Birth Control,2.0,2016-12-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-90913,"""I take about 6 x 30mg morphine and it does nothing. The best thing I have ever found for severe back pain is 30mg Percocet. By far best thing out there.""",Morphine — Pain,2.0,2012-03-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-01597,"""This is one of the worst experience in my entire life. After taking Augmentin , I had diarrhea for a week, yeast infection, dry red rashes at the palm of my hands and inner thighs, hemorrhoids, exhaustion, blurry vision, increased heart rate which caused me not able to sleep. I WILL NEVER take Augmentin again, worst meds in the world.""",Augmentin — Bacterial Infection,1.0,2017-05-23,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-10112,"""I took this drug and had no side effects.  On the other hand, it didn't reduce my blood calcium levels.""",Cinacalcet — Secondary Hyperparathyroidism,2.5,2010-07-22,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-139190,"""Its doesn't suit me ..when I take it I become angry, hyper and I have loss of appetite and more fear. Also my mouth opens very little while talking after taking busbin 5""",Buspirone — Panic Disorde,1.5,2016-08-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-79202,"""Does not open lungs and does not assist when needed.""","Albuterol — Asthma, Maintenance",1.0,2017-03-28,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-04097,"""I'm 17, and took 30MG Vyvance for the first time yesterday. I'm taking it for binge eating disorder, not for ADD or ADHD. After about an hour I was cold and sweaty, I couldn't control what was coming out of my mouth, I fit 4-5 sentences into one breath I was talking so fast. My heart rate was 92 a minute, when I later checked after coming down it was 62 a minute. I felt like the world was moving really slow and I was normal, I felt like I was on top of the world! I began craving Vyvanse about 12 hours after taking it for the FIRST TIME. I didn't, because I refuse to abuse this medication with all the other medications I'm on , anyways. I took it again this morning, it's been an hour and a half and I still feel nothing, not even focused.""",Lisdexamfetamine — Binge Eating Disorde,2.5,2015-06-16,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-143702,"""I am 54 and been using patches 2 years, Testosterone is back from 190 to 400 on average; energy is back plus good marital functioning, if you know what I mean. I notice sometimes they do not stick well if water gets under it and do not place it on a body part with lots of motion. The longer you use it the better the result. My facial hair has filled out much more. Just make sure your MD does a CBC to make sure you do not have too much red blood cell production.""","Testosterone — Hypogonadism, Male",4.5,2014-05-16,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-127081,"""I have suffered from erosive esophagitis and GERD for over 5 years.  After the use of numerous medications, Prevacid has worked the longest and most consistent with control of diet.""",Prevacid — GERD,5.0,2008-11-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-157726,"""I am currently taking this medicine for the treatment of BV. I have not experienced any of the side effects from the pill, but it's just not working for me.  I'm on day 5 of taking it and my symptoms have only increased.  The itching is unbearable, especially in the evenings and at night.  It actually woke me up at 3am.  The discharge is even worse than I when I started.  I have never had the fishy smell, so I didn't need that to disappear.  The pill tastes gross but I haven't had any nausea from it.  I called by obgyn on day 4 and the nurse said sometimes symptoms get worse before it gets better but I haven't seen any other reviews that support that.  I was really hoping they'd give me a different prescription but they said wait it out. :(""",Metronidazole — Bacterial Vaginitis,1.0,2015-07-25,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-161066,"""I've had BV for a while but I thought it was in response to getting the mirena IUD a few months ago. My doctor just prescribed me the 2 pills a day for 7 days of metronidazole, and my last day to take the medication is tomorrow but my symptoms have hardly improved. Maybe a little better on the smell, but still itching. I've been avoiding having sex due to some research on the internet telling me I shouldn't do so while on the medication, but had sex once and there really wasn't any pain. Hoping the symptoms will clear up but I'm feeling discouraged since I've been on the meds for 6 days now.""",Metronidazole — Bacterial Vaginitis,3.0,2017-03-28,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-130525,"""So..  I had sex for the first time ever with my boyfriend .... And I'm on the nuvaring... He didn't have any protection.. But we thought that it would be OK... Because of the birth control.. Well..... I'm pregnant.""",Ethinyl estradiol / etonogestrel — Birth Control,1.0,2016-09-06,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-47629,"""Was given this drug while pregnant for morning sickness. Didn't help at all, gave me a headache and actually made me throw up a few times. My son was also born with a genetic mutation - Epidermal Nevus syndrome which I'm sure is from the Zofran as it is not approved for use during pregnancy. If I could go back in time I would NOT have used this during pregnancy.
I was also given this drug several times for gastroenteritis with the same result - headache and increased vomiting. 
Did not work for me.""",Zofran — Nausea/Vomiting,1.0,2016-02-02,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-73226,"""I have been on 60mg mirtazapine with 75-150mg effexor for about a year. It helped my depressive symptoms a lot at first, but over time I've had diminishing returns. Though I find it nearly impossible to be stressed or depressed on these meds, I still remained suicidal in a &quot;philosophical&quot; way. It reached a point where action was required, and now I am experimenting with adding lithium to the mix. I encourage those who are not responding well enough on antidepressants alone to consider adding a low dose of lithium. My suicidal ideation has been at least blunted. Good luck all.""",Mirtazapine — Depression,4.0,2017-04-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-116420,"""My doctor switched me from Loestrin Fe to Microgestin Fe to help my endometriosis. I could not figure out why I have been so miserable (tender breasts, extreme cramping and bloating, weight gain, and depression) but after reading some of these reviews I can relate. The best oral contraceptive that I have tried is Loestrin 24 but my insurance doesn't cover it! The only positive thing from this experience: I've given up on it and my husband and I are trying for a baby!""",Ethinyl estradiol / norethindrone — Birth Control,1.5,2012-01-11,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-133186,"""I've been on DEpakote ER for about 7 years and regularly for 5 years before.   I am a rapid cycler I think.  Currently prescribed 2000mg/day (1000 in the morning and 1000 in the evening).  I notice weight gain (though could be due to less nightly manic behavior and age), some upset stomach at times, overall, I think it stabilizes me.   Caffeine does make me feel more alive when on ER.  Otherwise feel quite lethargic, apathetic, less motivated.  I tend to feel more like I am depressed when taking this medicine. Will look into combination of Anti-depressive.  """,Divalproex sodium — Bipolar Disorde,3.0,2011-10-24,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
